accX,accY,accZ,gyroX,gyroY,gyroZ
0.049167937715073516,0.16244296089342117,9.812668818437396,0.12729459962854517,0.13332786181505607,0.07255863713896363
0.07027800939250864,0.1849580931245545,10.206161988269573,0.17010851351383757,0.1387736330926697,0.06316292764405827
0.10877546463674292,0.17995799193739076,10.554458200243568,0.18794542329334374,0.10907005167064034,0.030527345257998297
0.12441032040138038,0.1782556458143207,10.817663588356524,0.19254762886196616,0.07858851925803126,-0.0030880598294683566
0.10394987200434078,0.13866117764718683,11.000372784964895,0.18620796082923438,0.04077375235506386,-0.03223995693294109
0.10010988322544766,0.0791870797388678,11.045087183742783,0.14917953462032288,-0.010602127687618207,-0.05366625779032957
0.09170002417218327,0.02553529943940107,10.999613389437117,0.09840422795916133,-0.045095336800406775,-0.07729749252177047
0.059421215872012406,-0.024479309233414945,10.81491932754603,0.05284844080232583,-0.08766013191386789,-0.09577258406651484
0.027026392166492476,-0.08849341548693394,10.543240505957908,-0.017482993171690824,-0.11414839735218238,-0.10569549814648783
-0.017112593662355704,-0.11800523181738155,10.182788268050151,-0.06951858107551043,-0.13724463382580196,-0.10042098495399465
-0.0396950172781354,-0.15752452063630965,9.813238978293754,-0.1287011834919911,-0.14780588472611653,-0.07708448958233571
-0.07237554675900096,-0.1757446746198768,9.410156207466711,-0.1683335383388859,-0.13396476026893292,-0.06509560480959942
-0.10224360948980157,-0.17227579254292927,9.076454711488742,-0.19520670174431565,-0.107607369591369,-0.031408277731295835
-0.10786787301450641,-0.14656235341605287,8.788916712287136,-0.21276220789319594,-0.07697733932971335,0.013493874874055841
-0.1158180787755551,-0.1258552352099235,8.61438222634997,-0.19098040437281297,-0.03920142249487714,0.0332836735659896
-0.1174016589834121,-0.08255162482357509,8.569237856820362,-0.15359698475549133,0.00857859238723206,0.0625613577455096
-0.08772729467418498,-0.016009761923277094,8.625882698198367,-0.10384314085773243,0.04611381763688646,0.0756485187490642
-0.06962221741739302,0.035977286317226756,8.80792238213268,-0.05697010445269615,0.08584343608059888,0.08899645849562512
-0.020133199016068568,0.07922142332045859,9.08774625169442,0.014056011267753033,0.11321807688159147,0.10397907101133169
0.009888834953877077,0.12737702985891355,9.417546047374199,0.06965631865876704,0.13913746910688404,0.09366650202496214
0.04525130216867598,0.1619803721385687,9.821991773299528,0.13001663827298648,0.14139794716441956,0.08671774778977745
0.0731504458872011,0.18069084946358493,10.184547197719253,0.16971032872066338,0.129043107059006,0.0594225588694499
0.11255218577968348,0.16691862307758287,10.55070036804195,0.1978667110259792,0.10336610894427001,0.048599319217825045
0.11564956681370026,0.14800511562059288,10.817324541251885,0.20482051132140505,0.08447244614959018,-0.0024501133137231445
0.1161315309362666,0.12012375785140395,10.991378244227828,0.18759142141391466,0.03563575157562759,-0.029040211728191885
0.10771025087644037,0.07392939431251329,11.064915758938437,0.1572704054017507,-0.0037276113597325944,-0.06282084003847199
0.09493577443127177,0.022928926798077717,11.006380257570296,0.10391507416457695,-0.035368789283884726,-0.07529329505513363
0.06487470912567367,-0.02315919785257762,10.828593390061856,0.062137321397091466,-0.08155450680185625,-0.09243040480711594
0.030462662319294672,-0.08314069529412625,10.546450444476749,-0.020418115289529543,-0.10756116333592512,-0.10430591009321306
-0.006841674217704025,-0.12576438142955987,10.197326901379318,-0.07790641798438362,-0.1370450032858225,-0.09616468644000359
-0.029597020270074364,-0.17021175209139636,9.8142149326856,-0.12433674453380358,-0.1345854224417097,-0.07349046651445645
